sampleId	seedInit	solverName	numThrows	piHat	error	runtime
1	54655	needles3	10	3.133974596215561	0.007618057374231935	0.168869018555
2	62631	needles3	10	3.133974596215561	0.007618057374231935	0.155756950378
3	21000	needles3	10	6.715659849033346	3.5740671954435532	0.144335985184
4	64717	needles3	10	6.715659849033346	3.5740671954435532	0.14783000946
5	2282	needles3	10	3.133974596215561	0.007618057374231935	0.170110940933
6	20352	needles3	10	3.133974596215561	0.007618057374231935	0.168102025986
7	25194	needles3	10	3.133974596215561	0.007618057374231935	0.144521951675
8	12259	needles3	10	3.133974596215561	0.007618057374231935	0.147217988968
9	49483	needles3	10	3.133974596215561	0.007618057374231935	0.151247024536
10	26630	needles3	10	3.133974596215561	0.007618057374231935	0.175804853439
11	48059	needles3	10	3.133974596215561	0.007618057374231935	0.149471998215
12	38995	needles3	10	3.133974596215561	0.007618057374231935	0.142282962799
13	64193	needles3	10	3.133974596215561	0.007618057374231935	0.14180803299
14	18960	needles3	10	3.133974596215561	0.007618057374231935	0.145817995071
15	52936	needles3	10	3.133974596215561	0.007618057374231935	0.143210887909
16	14105	needles3	10	3.133974596215561	0.007618057374231935	0.150458097458
17	28591	needles3	10	3.133974596215561	0.007618057374231935	0.171774148941
18	52284	needles3	10	3.133974596215561	0.007618057374231935	0.156111001968
19	50004	needles3	10	3.133974596215561	0.007618057374231935	0.145227193832
20	18289	needles3	10	3.616124534094878	0.4745318805050851	0.15074300766
21	1508	needles3	10	3.133974596215561	0.007618057374231935	0.156099081039
22	64437	needles3	10	3.133974596215561	0.007618057374231935	0.141280889511
23	9101	needles3	10	3.133974596215561	0.007618057374231935	0.142400979996
24	44789	needles3	10	3.133974596215561	0.007618057374231935	0.141482114792
25	49182	needles3	10	3.616124534094878	0.4745318805050851	0.144217967987
26	32650	needles3	10	3.133974596215561	0.007618057374231935	0.142122983932
27	20181	needles3	10	3.616124534094878	0.4745318805050851	0.143663167953
28	6843	needles3	10	3.133974596215561	0.007618057374231935	0.147710800171
29	38645	needles3	10	6.715659849033346	3.5740671954435532	0.143462896347
30	24958	needles3	10	3.133974596215561	0.007618057374231935	0.143458127975
31	51904	needles3	10	3.133974596215561	0.007618057374231935	0.141947984695
32	55236	needles3	10	3.133974596215561	0.007618057374231935	0.142289876938
33	50145	needles3	10	3.133974596215561	0.007618057374231935	0.145300149918
34	794	needles3	10	6.715659849033346	3.5740671954435532	0.143353939056
35	3251	needles3	10	3.616124534094878	0.4745318805050851	0.146401882172
36	10549	needles3	10	3.616124534094878	0.4745318805050851	0.140426158905
37	36913	needles3	10	3.133974596215561	0.007618057374231935	0.140877008438
38	56296	needles3	10	3.133974596215561	0.007618057374231935	0.143867015839
