sampleId	seedInit	solverName	signifDigits	piHat	OFtol	error	isCensored	numThrows	runtime
88	41488	Needles_3	2	3.15	0.005	0.00494296305148	False	167	0.0896
89	7262	Needles_3	2	3.15	0.005	0.00472042528803	False	170	0.134
90	20494	Needles_3	2	3.15	0.005	0.00499351041738	False	499	0.2677
91	25562	Needles_3	2	3.14	0.005	0.00497780918871	False	792	0.4617
92	40735	Needles_3	2	3.15	0.005	0.00498083547488	False	333	0.1789
93	35081	Needles_3	2	3.14	0.005	0.00270587148675	False	426	0.3032
94	34342	Needles_3	2	3.15	0.005	0.00494296305148	False	167	0.0919
95	14878	Needles_3	2	3.15	0.005	0.00494296305148	False	167	0.091
96	144	Needles_3	2	3.14	0.005	0.00025625065646	False	266	0.1459
97	50565	Needles_3	2	3.15	0.005	0.00499351041738	False	499	0.2669
98	20898	Needles_3	2	3.14	0.005	0.00497780918871	False	792	0.4257
99	23895	Needles_3	2	3.14	0.005	0.000543622619795	False	296	0.1556
100	61115	Needles_3	2	3.15	0.005	0.00499985745703	False	665	0.3533
101	45464	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1581
102	42381	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.15
103	12295	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1401
104	52459	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.179
105	56040	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1475
106	10271	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1479
107	35872	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1487
108	24908	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1481
109	38911	Needles_3	3	3.142	0.0005	0.000493167721117	False	1033	0.5567
110	13594	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1402
111	57222	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1504
112	11719	Needles_3	3	3.141	0.0005	0.00047712978388	False	1173	0.6414
113	45150	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1517
114	62290	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1394
115	27520	Needles_3	3	3.141	0.0005	0.000495387837379	False	294	0.1791
116	24551	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1388
117	42119	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1431
118	62678	Needles_3	3	3.141	0.0005	0.000446490792503	False	584	0.3208
119	49147	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2849
120	4624	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2786
121	46144	Needles_3	3	3.141	0.0005	0.000498854981401	False	2059	1.1707
122	52925	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2797
123	54746	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1434
124	44	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1425
125	4734	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2795
126	6821	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1443
127	59486	Needles_3	3	3.142	0.0005	0.000490544427102	False	775	0.4271
128	7627	Needles_3	3	3.141	0.0005	0.000346654598789	False	864	0.4783
129	52101	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2808
130	43753	Needles_3	3	3.142	0.0005	0.000493167721117	False	1033	0.5608
131	43926	Needles_3	3	3.141	0.0005	0.000252664668672	False	853	0.4644
132	57524	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1427
133	43845	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2819
134	48850	Needles_3	3	3.142	0.0005	0.000497893930224	False	2581	1.5224
135	49798	Needles_3	3	3.142	0.0005	0.000494742512425	False	1291	0.7215
136	6664	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1378
137	9245	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1419
138	57560	Needles_3	3	3.142	0.0005	0.000490544427102	False	775	0.4744
139	1914	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1399
140	63042	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1423
141	37954	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1398
142	7693	Needles_3	3	3.141	0.0005	0.000182767703495	False	845	0.4938
143	34630	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1426
144	35363	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.3252
145	62319	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.3412
146	22804	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2811
147	52241	Needles_3	3	3.142	0.0005	0.000490544427102	False	775	0.4244
148	39423	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1418
149	55880	Needles_3	3	3.142	0.0005	0.000490544427102	False	775	0.4689
150	44704	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1432
151	58578	Needles_3	3	3.142	0.0005	0.000203191930025	False	1339	0.7292
152	21517	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.3739
153	33170	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2818
154	39419	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2793
155	29423	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2838
156	52989	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2837
157	15668	Needles_3	3	3.141	0.0005	0.000413518072587	False	1744	1.0566
158	9553	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.139
159	60438	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2816
160	34618	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1434
161	55251	Needles_3	3	3.142	0.0005	0.000490544427102	False	775	0.4787
162	29044	Needles_3	3	3.142	0.0005	0.000497105846265	False	2065	1.1407
163	57323	Needles_3	3	3.141	0.0005	0.000149099804605	False	1402	0.7657
164	58204	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.3092
165	14291	Needles_3	3	3.142	0.0005	2.08022668469e-06	False	550	0.2992
166	45985	Needles_3	3	3.142	0.0005	0.000490544427102	False	775	0.4393
167	19716	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1403
168	62525	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1408
169	53491	Needles_3	3	3.142	0.0005	0.000496543022849	False	1807	1.0005
170	24612	Needles_3	3	3.142	0.0005	4.34964166107e-05	False	553	0.2972
171	6313	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1441
172	15636	Needles_3	3	3.141	0.0005	0.00013840439997	False	280	0.1533
173	52133	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1396
174	8970	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.3138
175	55839	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2832
176	5391	Needles_3	3	3.141	0.0005	0.00042178964469	False	3492	1.9378
177	29564	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2978
178	55688	Needles_3	3	3.142	0.0005	0.000490544427102	False	775	0.4275
179	42054	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1427
180	64647	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.142
181	49215	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1403
182	65118	Needles_3	3	3.142	0.0005	0.000490544427102	False	775	0.4243
183	49422	Needles_3	3	3.142	0.0005	0.000496543022849	False	1807	1.0092
184	20162	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2799
185	28026	Needles_3	3	3.142	0.0005	0.000494742512425	False	1291	0.7371
186	52793	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.2839
187	19091	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1391
188	21440	Needles_3	3	3.141	0.0005	0.000405227463494	False	871	0.5107
189	22724	Needles_3	3	3.142	0.0005	0.000490544427102	False	775	0.4297
190	13448	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1419
191	58363	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1458
192	61049	Needles_3	3	3.142	0.0005	0.000485302926261	False	517	0.314
193	1479	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1812
194	7948	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1381
195	6553	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1451
196	38330	Needles_3	3	3.142	0.0005	7.50376763126e-05	False	1089	0.5958
197	44159	Needles_3	3	3.142	0.0005	0.000493167721117	False	1033	0.5613
198	8471	Needles_3	3	3.141	0.0005	0.00026993405368	False	285	0.1543
199	23083	Needles_3	3	3.141	0.0005	0.00048844340819	False	2056	1.1265
200	56619	Needles_3	3	3.142	0.0005	0.000469619003099	False	259	0.1415
201	60616	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3045
202	26272	Needles_3	4	3.1416	5e-05	4.98287402415e-05	False	1912	1.0932
203	42639	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.17
204	41070	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1538
205	755	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3497
206	39459	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1584
207	9918	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1559
208	43499	Needles_3	4	3.1416	5e-05	4.88829244678e-05	False	4644	2.5694
209	47275	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1532
210	6244	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3134
211	32106	Needles_3	4	3.1416	5e-05	1.00039067412e-05	False	3854	2.1894
212	55426	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1511
213	7042	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1533
214	55793	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1548
215	56283	Needles_3	4	3.1416	5e-05	4.68147657022e-05	False	1093	0.597
216	31425	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3002
217	32429	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3071
218	37591	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1528
219	8447	Needles_3	4	3.1416	5e-05	1.18260006086e-05	False	549	0.3021
220	14109	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1984
221	6039	Needles_3	4	3.1416	5e-05	4.44722008672e-05	False	820	0.4436
222	6343	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1513
223	49750	Needles_3	4	3.1416	5e-05	4.91587632987e-05	False	1639	0.9262
224	58899	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.2973
225	24664	Needles_3	4	3.1416	5e-05	4.98287402415e-05	False	5736	3.2729
226	33688	Needles_3	4	3.1416	5e-05	4.68147657022e-05	False	1093	0.6035
227	23232	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1509
228	62541	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1537
229	8571	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1496
230	45953	Needles_3	4	3.1416	5e-05	4.95195055654e-05	False	3551	2.011
231	6409	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1542
232	22848	Needles_3	4	3.1416	5e-05	4.85726295065e-05	False	4371	2.4064
233	40552	Needles_3	4	3.1416	5e-05	4.68147657022e-05	False	1093	0.6412
234	6777	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1734
235	37031	Needles_3	4	3.1416	5e-05	4.44722008672e-05	False	820	0.4891
236	15225	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1513
237	20164	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.153
238	44491	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1499
239	20945	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1518
240	64603	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1531
241	50724	Needles_3	4	3.1416	5e-05	4.44722008672e-05	False	820	0.4758
242	53362	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1507
243	63329	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3297
244	17495	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1473
245	54341	Needles_3	4	3.1416	5e-05	4.44722008672e-05	False	820	0.4517
246	31145	Needles_3	4	3.1416	5e-05	4.91587632987e-05	False	3278	1.8552
247	22336	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1478
248	914	Needles_3	4	3.1416	5e-05	4.98287402415e-05	False	1912	1.0645
249	49442	Needles_3	4	3.1416	5e-05	4.44722008672e-05	False	820	0.4528
250	21051	Needles_3	4	3.1416	5e-05	4.93463450408e-05	False	6829	3.8487
251	3661	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.2987
252	54881	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.15
253	4978	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.151
254	62809	Needles_3	4	3.1416	5e-05	4.44722008672e-05	False	820	0.4487
255	29157	Needles_3	4	3.1416	5e-05	4.68147657022e-05	False	1093	0.5992
256	36609	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1498
257	57426	Needles_3	4	3.1416	5e-05	4.82209922446e-05	False	1366	0.7989
258	55316	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3052
259	49385	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1489
260	19072	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1516
261	30321	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3406
262	59002	Needles_3	4	3.1416	5e-05	4.55744059273e-05	False	4646	2.574
263	34144	Needles_3	4	3.1416	5e-05	4.44722008672e-05	False	820	0.4526
264	58803	Needles_3	4	3.1416	5e-05	4.95195055654e-05	False	14204	7.7583
265	61854	Needles_3	4	3.1416	5e-05	4.68147657022e-05	False	1093	0.7055
266	29480	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1475
267	8266	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1535
268	38341	Needles_3	4	3.1416	5e-05	4.68147657022e-05	False	1093	0.6608
269	3066	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1521
270	5455	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.2959
271	50357	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1509
272	29556	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1501
273	62743	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1615
274	5550	Needles_3	4	3.1416	5e-05	4.44722008672e-05	False	820	0.4474
275	32922	Needles_3	4	3.1416	5e-05	4.82209922446e-05	False	1366	0.7668
276	60153	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3176
277	46165	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3003
278	34009	Needles_3	4	3.1416	5e-05	4.44722008672e-05	False	820	0.4516
279	6902	Needles_3	4	3.1416	5e-05	4.96277348647e-05	False	5463	3.098
280	39481	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1515
281	24805	Needles_3	4	3.1416	5e-05	4.82209922446e-05	False	1366	0.7913
282	25282	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1465
283	57182	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1537
284	17521	Needles_3	4	3.1416	5e-05	4.91587632987e-05	False	1639	0.898
285	13504	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1517
286	19529	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3043
287	1928	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1487
288	16253	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1855
289	30862	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1488
290	32960	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3238
291	64366	Needles_3	4	3.1416	5e-05	4.82209922446e-05	False	1366	0.75
292	2221	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1524
293	28293	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1635
294	3482	Needles_3	4	3.1416	5e-05	4.82209922446e-05	False	1366	0.7471
295	54185	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1499
296	16595	Needles_3	4	3.1416	5e-05	4.44722008672e-05	False	820	0.4465
297	2051	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1494
298	41419	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.2991
299	37411	Needles_3	4	3.1416	5e-05	3.97913642298e-05	False	547	0.3103
300	15743	Needles_3	4	3.1416	5e-05	2.57831043426e-05	False	274	0.1502
301	62869	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1946
302	35767	Needles_3	5	3.1416	5e-06	3.47617687613e-06	False	4122	2.3158
303	28419	Needles_3	5	3.1416	5e-06	3.47617687613e-06	False	4122	2.3065
304	21015	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1537
305	4995	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1525
306	29791	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1543
307	17410	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1552
308	57910	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1557
309	14301	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1536
310	29985	Needles_3	5	3.1416	5e-06	2.5495466569e-06	False	1649	0.9411
311	31122	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1527
312	14703	Needles_3	5	3.1416	5e-06	4.86654480891e-06	False	1099	0.6088
313	9159	Needles_3	5	3.1416	5e-06	4.86654480891e-06	False	1099	0.6003
314	24874	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1496
315	53155	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1639
316	37244	Needles_3	5	3.1416	5e-06	4.86654480891e-06	False	13188	7.2222
317	42359	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1495
318	60965	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1541
319	62465	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1502
320	15774	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	825	0.4517
321	44123	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1511
322	26222	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	550	0.3033
323	59997	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1519
324	53980	Needles_3	5	3.1416	5e-06	4.86654480891e-06	False	1099	0.6098
325	39367	Needles_3	5	3.1416	5e-06	3.47617687613e-06	False	1374	0.7662
326	13575	Needles_3	5	3.1416	5e-06	4.42275525137e-06	False	12914	7.1395
327	12579	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1529
328	21862	Needles_3	5	3.14159	5e-06	1.88780586852e-06	False	1924	1.0508
329	61181	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1523
330	53820	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	550	0.3014
331	50224	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1539
332	24304	Needles_3	5	3.1416	5e-06	3.47617687613e-06	False	1374	0.7551
333	28634	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1529
334	19943	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1477
335	22070	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1515
336	10927	Needles_3	5	3.14159	5e-06	1.88780586852e-06	False	1924	1.0438
337	46182	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1718
338	20494	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	825	0.4538
339	63437	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1524
340	61034	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1518
341	19157	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1528
342	58570	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1501
343	6061	Needles_3	5	3.1416	5e-06	2.5495466569e-06	False	1649	0.8938
344	14176	Needles_3	5	3.1416	5e-06	4.86654480891e-06	False	1099	0.6014
345	30832	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1552
346	37585	Needles_3	5	3.14159	5e-06	2.08022668469e-06	False	275	0.1484
347	37244	Needles_3	5	3.1416	5e-06	4.86654480891e-06	False	13188	7.341
