sampleId	seedInit	solverName	numThrows	piHat	error	runtime
1	47797	needles3	10	3.13397459622	0.007618057369793263	0.601011037827
2	50780	needles3	10	3.13397459622	0.007618057369793263	0.628759145737
3	25336	needles3	10	3.13397459622	0.007618057369793263	0.632261991501
4	30348	needles3	10	3.13397459622	0.007618057369793263	0.603506088257
5	30501	needles3	10	3.13397459622	0.007618057369793263	0.639410018921
6	31981	needles3	10	3.13397459622	0.007618057369793263	0.627861022949
7	58510	needles3	10	3.13397459622	0.007618057369793263	0.640967130661
8	22613	needles3	10	3.13397459622	0.007618057369793263	0.61443901062
9	36351	needles3	10	3.13397459622	0.007618057369793263	0.60483288765
10	45151	needles3	10	3.13397459622	0.007618057369793263	0.628484010696
11	55313	needles3	10	3.13397459622	0.007618057369793263	0.622549057007
12	367	needles3	10	3.13397459622	0.007618057369793263	0.634118080139
13	61870	needles3	10	3.13397459622	0.007618057369793263	0.624039173126
14	20180	needles3	10	3.13397459622	0.007618057369793263	0.635824918747
15	22515	needles3	10	3.13397459622	0.007618057369793263	0.60647892952
16	63885	needles3	10	3.13397459622	0.007618057369793263	0.614547014236
17	40085	needles3	10	3.13397459622	0.007618057369793263	0.628422021866
18	11994	needles3	10	3.13397459622	0.007618057369793263	0.642231941223
19	17081	needles3	10	3.13397459622	0.007618057369793263	0.628373861313
20	13639	needles3	10	3.13397459622	0.007618057369793263	0.622262954712
21	54942	needles3	10	3.13397459622	0.007618057369793263	0.626183986664
22	33204	needles3	10	3.13397459622	0.007618057369793263	0.633002996445
23	33512	needles3	10	3.13397459622	0.007618057369793263	0.62331700325
24	16135	needles3	10	3.13397459622	0.007618057369793263	0.617076158524
25	6657	needles3	10	3.13397459622	0.007618057369793263	0.607356071472
26	13646	needles3	10	3.13397459622	0.007618057369793263	0.633949041367
27	31088	needles3	10	3.13397459622	0.007618057369793263	0.603533983231
28	56518	needles3	10	3.13397459622	0.007618057369793263	0.636182069778
29	21172	needles3	10	3.13397459622	0.007618057369793263	0.622611999512
30	32674	needles3	10	3.13397459622	0.007618057369793263	0.629169225693
31	44442	needles3	10	3.13397459622	0.007618057369793263	0.635827064514
32	54278	needles3	10	3.13397459622	0.007618057369793263	0.634691953659
33	19888	needles3	10	3.13397459622	0.007618057369793263	0.634593963623
34	62177	needles3	10	3.13397459622	0.007618057369793263	0.640683889389
35	33966	needles3	10	3.13397459622	0.007618057369793263	0.631026029587
36	4774	needles3	10	3.13397459622	0.007618057369793263	0.633954048157
37	64898	needles3	10	3.13397459622	0.007618057369793263	0.627701044083
38	21085	needles3	10	3.13397459622	0.007618057369793263	0.626051902771
39	13880	needles3	10	3.13397459622	0.007618057369793263	0.640174150467
40	16856	needles3	10	3.13397459622	0.007618057369793263	0.636308193207
41	30513	needles3	10	3.13397459622	0.007618057369793263	0.622174978256
42	10323	needles3	10	3.13397459622	0.007618057369793263	0.624490976334
43	37641	needles3	10	3.13397459622	0.007618057369793263	0.624234199524
44	46487	needles3	10	3.13397459622	0.007618057369793263	0.621484041214
45	9545	needles3	10	3.13397459622	0.007618057369793263	0.608952999115
46	17155	needles3	10	3.13397459622	0.007618057369793263	0.62355017662
47	42129	needles3	10	3.13397459622	0.007618057369793263	0.621778011322
48	24013	needles3	10	3.13397459622	0.007618057369793263	0.630833864212
49	22134	needles3	10	3.13397459622	0.007618057369793263	0.64368391037
50	47968	needles3	10	3.13397459622	0.007618057369793263	0.608551979065
51	31179	needles3	10	3.13397459622	0.007618057369793263	0.631445169449
52	46776	needles3	10	3.13397459622	0.007618057369793263	0.626420021057
53	14562	needles3	10	3.13397459622	0.007618057369793263	0.626345872879
54	4564	needles3	10	3.13397459622	0.007618057369793263	0.623507022858
55	56963	needles3	10	3.13397459622	0.007618057369793263	0.601684808731
56	2375	needles3	10	3.13397459622	0.007618057369793263	0.645031929016
57	45407	needles3	10	3.13397459622	0.007618057369793263	0.621513128281
58	48105	needles3	10	3.13397459622	0.007618057369793263	0.635700941086
59	14481	needles3	10	3.13397459622	0.007618057369793263	0.633229970932
60	31423	needles3	10	3.13397459622	0.007618057369793263	0.633635044098
61	30777	needles3	10	3.13397459622	0.007618057369793263	0.609467029572
62	51804	needles3	10	3.13397459622	0.007618057369793263	0.648751020432
63	7124	needles3	10	3.13397459622	0.007618057369793263	0.646251916885
64	24892	needles3	10	3.13397459622	0.007618057369793263	0.626196146011
65	48280	needles3	10	3.13397459622	0.007618057369793263	0.625545978546
66	22006	needles3	10	3.13397459622	0.007618057369793263	0.639678001404
67	38326	needles3	10	3.13397459622	0.007618057369793263	0.651021003723
68	14917	needles3	10	3.13397459622	0.007618057369793263	0.632797002792
69	8344	needles3	10	3.13397459622	0.007618057369793263	0.639230966568
70	32253	needles3	10	3.13397459622	0.007618057369793263	0.599992036819
71	54687	needles3	10	3.13397459622	0.007618057369793263	0.641283988953
72	12054	needles3	10	3.13397459622	0.007618057369793263	0.644690036774
73	44687	needles3	10	3.13397459622	0.007618057369793263	0.617219924927
74	54517	needles3	10	3.13397459622	0.007618057369793263	0.646982908249
75	24239	needles3	10	3.13397459622	0.007618057369793263	0.659327030182
76	38392	needles3	10	3.13397459622	0.007618057369793263	0.65071105957
77	42049	needles3	10	9.40192378865	6.260331135060207	0.643121957779
78	49279	needles3	10	3.13397459622	0.007618057369793263	0.633288860321
79	63159	needles3	10	3.13397459622	0.007618057369793263	0.646013021469
80	8129	needles3	10	3.13397459622	0.007618057369793263	0.64790892601
81	19727	needles3	10	3.13397459622	0.007618057369793263	0.639970064163
82	35725	needles3	10	3.13397459622	0.007618057369793263	0.641937017441
83	16250	needles3	10	3.13397459622	0.007618057369793263	0.618557929993
84	53788	needles3	10	3.13397459622	0.007618057369793263	0.612868070602
85	54552	needles3	10	3.13397459622	0.007618057369793263	0.639873027802
86	43535	needles3	10	3.13397459622	0.007618057369793263	0.641556978226
87	40567	needles3	10	3.13397459622	0.007618057369793263	0.65335392952
88	62541	needles3	10	3.13397459622	0.007618057369793263	0.622563123703
89	32600	needles3	10	3.13397459622	0.007618057369793263	0.615018129349
90	19786	needles3	10	3.13397459622	0.007618057369793263	0.642242908478
91	35704	needles3	10	3.13397459622	0.007618057369793263	0.628309011459
92	34971	needles3	10	3.13397459622	0.007618057369793263	0.654484033585
93	12061	needles3	10	3.13397459622	0.007618057369793263	0.646898984909
94	40889	needles3	10	3.13397459622	0.007618057369793263	0.632988214493
95	2329	needles3	10	3.13397459622	0.007618057369793263	0.636733055115
96	11905	needles3	10	3.13397459622	0.007618057369793263	0.654856204987
97	64343	needles3	10	3.13397459622	0.007618057369793263	0.614660978317
98	31459	needles3	10	3.13397459622	0.007618057369793263	0.645761966705
99	35614	needles3	10	3.13397459622	0.007618057369793263	0.619262933731
100	13074	needles3	10	3.13397459622	0.007618057369793263	0.630218982697
101	33717	needles3	100	3.13397459622	0.007618057369793263	0.802793979645
102	56279	needles3	100	3.13397459622	0.007618057369793263	0.915892839432
103	60175	needles3	100	3.13397459622	0.007618057369793263	0.851918935776
104	50050	needles3	100	3.13397459622	0.007618057369793263	0.893543958664
105	10949	needles3	100	3.13397459622	0.007618057369793263	0.883835077286
106	45895	needles3	100	3.13397459622	0.007618057369793263	0.769945859909
107	62943	needles3	100	3.13397459622	0.007618057369793263	0.918328046799
108	18439	needles3	100	3.13397459622	0.007618057369793263	0.897613048553
109	8317	needles3	100	3.13397459622	0.007618057369793263	0.890237092972
110	10536	needles3	100	3.13397459622	0.007618057369793263	0.776710987091
111	42604	needles3	100	3.13397459622	0.007618057369793263	0.868450880051
112	3462	needles3	100	3.13397459622	0.007618057369793263	0.891223907471
113	31110	needles3	100	3.13397459622	0.007618057369793263	0.892560958862
114	5478	needles3	100	3.13397459622	0.007618057369793263	0.792141914368
