sampleId	numThrows	piHat	error
1	10	3.13397459621556	0.007618057374233267
2	10	3.13397459621556	0.007618057374233267
3	10	3.13397459621556	0.007618057374233267
4	10	3.13397459621556	0.007618057374233267
5	10	3.13397459621556	0.007618057374233267
6	10	3.13397459621556	0.007618057374233267
7	10	3.13397459621556	0.007618057374233267
8	10	3.13397459621556	0.007618057374233267
9	10	3.13397459621556	0.007618057374233267
10	10	3.13397459621556	0.007618057374233267
11	10	3.13397459621556	0.007618057374233267
12	10	3.13397459621556	0.007618057374233267
13	10	3.13397459621556	0.007618057374233267
14	10	3.13397459621556	0.007618057374233267
15	10	3.13397459621556	0.007618057374233267
16	10	3.13397459621556	0.007618057374233267
17	10	3.13397459621556	0.007618057374233267
18	10	3.13397459621556	0.007618057374233267
19	10	3.13397459621556	0.007618057374233267
20	10	3.13397459621556	0.007618057374233267
21	10	3.13397459621556	0.007618057374233267
22	10	3.13397459621556	0.007618057374233267
23	10	3.13397459621556	0.007618057374233267
24	10	3.13397459621556	0.007618057374233267
25	10	3.13397459621556	0.007618057374233267
26	10	3.13397459621556	0.007618057374233267
27	10	3.13397459621556	0.007618057374233267
28	10	3.13397459621556	0.007618057374233267
29	10	3.13397459621556	0.007618057374233267
30	10	3.13397459621556	0.007618057374233267
31	10	3.13397459621556	0.007618057374233267
32	10	3.13397459621556	0.007618057374233267
33	10	3.13397459621556	0.007618057374233267
34	10	3.13397459621556	0.007618057374233267
35	10	3.13397459621556	0.007618057374233267
36	10	3.13397459621556	0.007618057374233267
37	10	3.13397459621556	0.007618057374233267
38	10	3.13397459621556	0.007618057374233267
39	10	3.13397459621556	0.007618057374233267
40	10	3.13397459621556	0.007618057374233267
41	10	3.13397459621556	0.007618057374233267
42	10	3.13397459621556	0.007618057374233267
43	10	3.13397459621556	0.007618057374233267
44	10	3.13397459621556	0.007618057374233267
45	10	3.35782992451667	0.21623727092687695
46	10	3.13397459621556	0.007618057374233267
47	10	3.13397459621556	0.007618057374233267
48	10	3.13397459621556	0.007618057374233267
49	10	3.13397459621556	0.007618057374233267
50	10	3.13397459621556	0.007618057374233267
51	10	3.13397459621556	0.007618057374233267
52	10	3.13397459621556	0.007618057374233267
53	10	3.13397459621556	0.007618057374233267
54	10	3.13397459621556	0.007618057374233267
55	10	3.13397459621556	0.007618057374233267
56	10	3.13397459621556	0.007618057374233267
57	10	3.13397459621556	0.007618057374233267
58	10	3.13397459621556	0.007618057374233267
59	10	3.13397459621556	0.007618057374233267
60	10	3.35782992451667	0.21623727092687695
61	10	3.13397459621556	0.007618057374233267
62	10	3.13397459621556	0.007618057374233267
63	10	3.13397459621556	0.007618057374233267
64	10	3.13397459621556	0.007618057374233267
65	10	3.13397459621556	0.007618057374233267
66	10	3.13397459621556	0.007618057374233267
67	10	3.13397459621556	0.007618057374233267
68	10	3.13397459621556	0.007618057374233267
69	10	3.13397459621556	0.007618057374233267
70	10	3.13397459621556	0.007618057374233267
71	10	3.13397459621556	0.007618057374233267
72	10	3.13397459621556	0.007618057374233267
73	10	3.13397459621556	0.007618057374233267
74	10	3.13397459621556	0.007618057374233267
75	10	3.13397459621556	0.007618057374233267
76	10	3.13397459621556	0.007618057374233267
77	10	3.13397459621556	0.007618057374233267
78	10	3.13397459621556	0.007618057374233267
79	10	3.13397459621556	0.007618057374233267
80	10	3.13397459621556	0.007618057374233267
81	10	3.13397459621556	0.007618057374233267
82	10	3.13397459621556	0.007618057374233267
83	10	3.13397459621556	0.007618057374233267
84	10	3.13397459621556	0.007618057374233267
85	10	3.13397459621556	0.007618057374233267
86	10	3.61612453409488	0.4745318805050869
87	10	3.13397459621556	0.007618057374233267
88	10	3.13397459621556	0.007618057374233267
89	10	3.13397459621556	0.007618057374233267
90	10	3.13397459621556	0.007618057374233267
91	10	3.13397459621556	0.007618057374233267
92	10	3.13397459621556	0.007618057374233267
93	10	3.13397459621556	0.007618057374233267
94	10	3.13397459621556	0.007618057374233267
95	10	3.13397459621556	0.007618057374233267
96	10	3.13397459621556	0.007618057374233267
97	10	3.13397459621556	0.007618057374233267
98	10	3.13397459621556	0.007618057374233267
99	10	3.13397459621556	0.007618057374233267
100	10	3.13397459621556	0.007618057374233267
101	100	3.13397459621556	0.007618057374233267
102	100	3.15500798276734	0.013415329177546731
103	100	3.13397459621556	0.007618057374233267
104	100	3.15500798276734	0.013415329177546731
105	100	3.15500798276734	0.013415329177546731
