sampleId	seedInit	solverName	numThrows	piHat	error	runtime
1	33074	needles3	10	3.133974596215561	0.007618057374231935	0.151695013046
2	52785	needles3	10	3.133974596215561	0.007618057374231935	0.140412807465
3	19026	needles3	10	3.133974596215561	0.007618057374231935	0.141222953796
4	59291	needles3	10	3.133974596215561	0.007618057374231935	0.146728038788
5	22577	needles3	10	3.133974596215561	0.007618057374231935	0.152234077454
6	9518	needles3	10	3.133974596215561	0.007618057374231935	0.141178131104
7	59836	needles3	10	3.133974596215561	0.007618057374231935	0.151091098785
8	14976	needles3	10	3.133974596215561	0.007618057374231935	0.153952121735
9	35197	needles3	10	3.133974596215561	0.007618057374231935	0.143790006638
10	3948	needles3	10	3.133974596215561	0.007618057374231935	0.144718170166
11	61037	needles3	10	3.133974596215561	0.007618057374231935	0.14642906189
12	24129	needles3	10	3.133974596215561	0.007618057374231935	0.147586107254
13	13978	needles3	10	3.133974596215561	0.007618057374231935	0.158694028854
14	60909	needles3	10	3.133974596215561	0.007618057374231935	0.167261123657
15	19856	needles3	10	3.133974596215561	0.007618057374231935	0.16340303421
16	21678	needles3	10	3.133974596215561	0.007618057374231935	0.143337011337
17	21869	needles3	10	3.133974596215561	0.007618057374231935	0.145098924637
18	30993	needles3	10	3.133974596215561	0.007618057374231935	0.151791810989
19	13286	needles3	10	3.133974596215561	0.007618057374231935	0.148524999619
20	36163	needles3	10	3.133974596215561	0.007618057374231935	0.150552988052
21	22475	needles3	10	3.133974596215561	0.007618057374231935	0.150897979736
22	45940	needles3	10	3.133974596215561	0.007618057374231935	0.146742105484
23	11429	needles3	10	3.133974596215561	0.007618057374231935	0.144824028015
24	43243	needles3	10	3.133974596215561	0.007618057374231935	0.150429964066
25	56279	needles3	10	3.133974596215561	0.007618057374231935	0.165951967239
26	60175	needles3	10	3.133974596215561	0.007618057374231935	0.144023180008
27	50050	needles3	10	3.133974596215561	0.007618057374231935	0.148977994919
28	10949	needles3	10	3.133974596215561	0.007618057374231935	0.144711971283
29	45895	needles3	10	3.133974596215561	0.007618057374231935	0.143938064575
30	62943	needles3	10	3.133974596215561	0.007618057374231935	0.143607854843
31	18439	needles3	10	3.133974596215561	0.007618057374231935	0.148676872253
32	8317	needles3	10	3.133974596215561	0.007618057374231935	0.176163196564
33	10536	needles3	10	3.133974596215561	0.007618057374231935	0.165446043015
34	42604	needles3	10	3.133974596215561	0.007618057374231935	0.143002033234
35	3462	needles3	10	3.133974596215561	0.007618057374231935	0.153693914413
36	31110	needles3	10	3.133974596215561	0.007618057374231935	0.143929958344
37	5478	needles3	10	3.133974596215561	0.007618057374231935	0.14280295372
38	4606	needles3	10	3.133974596215561	0.007618057374231935	0.141242027283
39	10830	needles3	10	3.133974596215561	0.007618057374231935	0.142085075378
40	6766	needles3	10	3.133974596215561	0.007618057374231935	0.143377065659
41	10568	needles3	10	3.133974596215561	0.007618057374231935	0.143723011017
42	43595	needles3	10	3.133974596215561	0.007618057374231935	0.151276111603
43	52548	needles3	10	3.133974596215561	0.007618057374231935	0.142958879471
44	26868	needles3	10	3.133974596215561	0.007618057374231935	0.141160011292
45	19288	needles3	10	3.133974596215561	0.007618057374231935	0.142166852951
46	27952	needles3	10	3.133974596215561	0.007618057374231935	0.142760038376
47	47997	needles3	10	3.133974596215561	0.007618057374231935	0.148790836334
48	43606	needles3	10	3.133974596215561	0.007618057374231935	0.146713972092
49	6302	needles3	10	3.133974596215561	0.007618057374231935	0.150522947311
50	34276	needles3	10	3.133974596215561	0.007618057374231935	0.150031089783
51	26928	needles3	10	3.133974596215561	0.007618057374231935	0.142076969147
52	60543	needles3	10	3.133974596215561	0.007618057374231935	0.158716201782
53	16673	needles3	10	3.133974596215561	0.007618057374231935	0.143648147583
54	33511	needles3	10	3.133974596215561	0.007618057374231935	0.148188114166
55	9332	needles3	10	3.133974596215561	0.007618057374231935	0.150631904602
56	19120	needles3	10	3.133974596215561	0.007618057374231935	0.155352115631
